origin,destination,distance
Scarborough (Malvern / Rouge River),East Toronto (The Danforth West / Riverdale),19.46870350493994
Scarborough (Malvern / Rouge River),East Toronto (India Bazaar / The Beaches West),18.60547514162032
Scarborough (Malvern / Rouge River),East Toronto (Studio District),20.939313085534437
Scarborough (Malvern / Rouge River),Central Toronto (Lawrence Park East),18.458311864335215
Scarborough (Malvern / Rouge River),Central Toronto (Davisville North),19.111667174050858
Scarborough (Malvern / Rouge River),Central Toronto (North Toronto West),20.255840998813657
Scarborough (Malvern / Rouge River),Central Toronto (Davisville),19.653026120643023
Scarborough (Malvern / Rouge River),Central Toronto (Moore Park / Summerhill East),20.5135152200859
Scarborough (Malvern / Rouge River),Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),21.8402385124296
Scarborough (Malvern / Rouge River),Downtown Toronto (Rosedale),20.335709305438183
Scarborough (Malvern / Rouge River),Downtown Toronto (St. James Town / Cabbagetown),21.264460321448507
Scarborough (Malvern / Rouge River),Downtown Toronto (Church and Wellesley),22.259312086600605
Scarborough (Malvern / Rouge River),Downtown Toronto (Regent Park / Port of Toronto),22.04113784995278
Scarborough (Malvern / Rouge River),Downtown Toronto (Ryerson),22.699351854642103
Scarborough (Malvern / Rouge River),Downtown Toronto (St. James Park),23.060422140987612
Scarborough (Malvern / Rouge River),Downtown Toronto (Berczy Park),23.543289506451302
Scarborough (Malvern / Rouge River),Downtown Toronto (Central Bay Street),23.175929233158136
Scarborough (Malvern / Rouge River),Downtown Toronto (Richmond / Adelaide / King),23.60272218387012
Scarborough (Malvern / Rouge River),Downtown Toronto (Harbourfront East / Union Station / Toronto Island),26.42554479748954
Scarborough (Malvern / Rouge River),Downtown Toronto (Toronto Dominion Centre / Design Exchange),23.780972049307675
Scarborough (Malvern / Rouge River),Downtown Toronto (Commerce Court / Victoria Hotel),23.584756906568014
Scarborough (Malvern / Rouge River),North York (Bedford Park / Lawrence Park West / Lawrence Manor East),20.008721627651774
Scarborough (Malvern / Rouge River),Central Toronto (Roselawn),21.319278436205725
Scarborough (Malvern / Rouge River),Central Toronto (Forest Hill North & West),21.726976777479283
Scarborough (Malvern / Rouge River),Central Toronto (The Annex / North Midtown / Yorkville),22.81223022838462
Scarborough (Malvern / Rouge River),Downtown Toronto (University of Toronto / Harbord),23.35390201057462
Scarborough (Malvern / Rouge River),Downtown Toronto (Kensington Market / Chinatown / Grange Park),24.006478166360676
Scarborough (Malvern / Rouge River),Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),25.228257833168765
Scarborough (Malvern / Rouge River),Downtown Toronto Stn A PO Boxes 25 The Esplanade (Enclave of M5E),23.873968128200616
Scarborough (Malvern / Rouge River),Downtown Toronto (Underground city),23.584756906568014
Scarborough (Malvern / Rouge River),North York (Lawrence Manor / Lawrence Heights),22.916416748506016
Scarborough (Malvern / Rouge River),North York (Glencairn),23.468025980758956
Scarborough (Malvern / Rouge River),York (Cedarvale),23.280309598397896
Scarborough (Malvern / Rouge River),York (Fairbank / Oakwood),24.77295079392101
Scarborough (Malvern / Rouge River),Downtown Toronto (Christie),24.225488136831004
Scarborough (Malvern / Rouge River),West Toronto (Dufferin / Dovercourt Village),25.487742640449795
Scarborough (Malvern / Rouge River),West Toronto (Rua Aþores / Trinity),25.60650101894523
Scarborough (Malvern / Rouge River),West Toronto (Brockton / Parkdale Village / Exhibition Place),27.07500089835192
Scarborough (Malvern / Rouge River),North York (North Park / Maple Leaf Park / Upwood Park),25.97763408514682
Scarborough (Malvern / Rouge River),York (Del Ray / Keelsdale / Mount Dennis / Silverthorne),26.917926021191025
Scarborough (Malvern / Rouge River),York (Runnymede / The Junction North),27.865270543356214
Scarborough (Malvern / Rouge River),West Toronto (High Park / The Junction South),27.436807116707083
Scarborough (Malvern / Rouge River),West Toronto (Parkdale / Roncesvalles Village),27.705712366805177
Scarborough (Malvern / Rouge River),West Toronto (Bloor West Village / Swansea),29.31061013061748
Scarborough (Malvern / Rouge River),Queen's Park Ontario Provincial Government,22.707062226081064
Scarborough (Malvern / Rouge River),East Toronto Business Reply Mail Processing Centre 969 Eastern (Enclave of M4L),5.753633310568595
Scarborough (Malvern / Rouge River),Etobicoke (New Toronto / Mimico South / Humber Bay Shores),33.57997620736203
Scarborough (Malvern / Rouge River),Etobicoke (Alderwood / Long Branch),36.33176167797256
Scarborough (Malvern / Rouge River),Etobicoke (The Kingsway / Montgomery Road / Old Mill North),30.878827160568505
Scarborough (Malvern / Rouge River),Etobicoke (Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East),31.304659547343455
Scarborough (Malvern / Rouge River),Etobicoke (Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West),33.617657047573495
Scarborough (Malvern / Rouge River),Etobicoke (Islington Avenue),31.39285241609116
Scarborough (Malvern / Rouge River),Etobicoke (West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale),33.91691004763458
Scarborough (Malvern / Rouge River),Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),36.026342676920706
Scarborough (Malvern / Rouge River),North York (Humber Summit),29.73675445507326
Scarborough (Malvern / Rouge River),North York (Humberlea / Emery),29.080533056977572
Scarborough (Malvern / Rouge River),Weston,28.497425243086425
Scarborough (Malvern / Rouge River),Etobicoke (Westmount),30.16967623897927
Scarborough (Malvern / Rouge River),Etobicoke (Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens),32.29543563150868
Scarborough (Malvern / Rouge River),Etobicoke (South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens),32.573513251986455
Scarborough (Malvern / Rouge River),Etobicoke Northwest (Clairville / Humberwood / Woodbine Downs / West Humber / Kipling Heights / Rexdale / Elms / Tandridge / Old Rexdale),33.721475964843236
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Guildwood / Morningside / Ellesmere),3.2900765519294217
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Woburn),5.008961659280751
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Cedarbrae),6.959124358965345
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Eglinton),7.637967392906075
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Kennedy Park / Ionview / East Birchmount Park),10.77639664350024
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),13.27435046573054
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Cliffside / Cliffcrest / Scarborough Village West),9.236921877488179
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Birch Cliff / Cliffside West),13.475008974698374
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Dorset Park / Wexford Heights / Scarborough Town Centre),9.64206564705401
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Wexford / Maryvale),12.269145518463024
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Agincourt),8.701857158962076
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Clarks Corners / Tam O'Shanter / Sullivan),11.839540730827329
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Milliken / Agincourt North / Steeles East / L'Amoreaux East),10.606258336127324
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Steeles West / L'Amoreaux West),13.347992097458791
Scarborough (Rouge Hill / Port Union / Highland Creek),Scarborough (Upper Rouge),6.543031312015279
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Hillcrest Village),16.228669867597638
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Fairview / Henry Farm / Oriole),15.397008658177613
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Bayview Village),18.076971118098566
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (York Mills / Silver Hills),18.044206368094308
Scarborough (Rouge Hill / Port Union / Highland Creek),Willowdale East (Newtonbrook),20.384719565803024
Scarborough (Rouge Hill / Port Union / Highland Creek),Willowdale South,20.57558026934802
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (York Mills West),19.834386996215695
Scarborough (Rouge Hill / Port Union / Highland Creek),Willowdale West,23.191009354538682
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (York Heights / Victoria Village / Parkway East),14.422617534780347
Scarborough (Rouge Hill / Port Union / Highland Creek),Don Mills North,16.95084475126132
Scarborough (Rouge Hill / Port Union / Highland Creek),Don Mills South (Flemingdon Park),15.41130815130457
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Armour Heights / Wilson Heights / Downsview North),23.659386497688875
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Northwood Park / York University),27.029178385269685
Scarborough (Rouge Hill / Port Union / Highland Creek),Downsview East (CFB Toronto),25.698905610141455
Scarborough (Rouge Hill / Port Union / Highland Creek),Downsview West,29.160070913711973
Scarborough (Rouge Hill / Port Union / Highland Creek),Downsview Central,27.722128400773656
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Jane and Finch),29.47718510097024
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Sweeney Park / Wigmore Park),14.375231930941979
Scarborough (Rouge Hill / Port Union / Highland Creek),East York (Parkview Hill / Woodbine Gardens),15.269998165154567
Scarborough (Rouge Hill / Port Union / Highland Creek),East York (Woodbine Heights),16.449911354724627
Scarborough (Rouge Hill / Port Union / Highland Creek),East Toronto (The Beaches),16.443387260437643
Scarborough (Rouge Hill / Port Union / Highland Creek),East York (Leaside),18.69289347749909
Scarborough (Rouge Hill / Port Union / Highland Creek),East York (Thorncliffe Park),17.77275268488292
Scarborough (Rouge Hill / Port Union / Highland Creek),East Toronto (The Danforth East),18.308157113201098
Scarborough (Rouge Hill / Port Union / Highland Creek),East Toronto (The Danforth West / Riverdale),19.86016608786412
Scarborough (Rouge Hill / Port Union / Highland Creek),East Toronto (India Bazaar / The Beaches West),18.359033493646184
Scarborough (Rouge Hill / Port Union / Highland Creek),East Toronto (Studio District),20.82237752553865
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (Lawrence Park East),20.09364796168377
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (Davisville North),20.40616441891081
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (North Toronto West),21.68739243990984
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (Davisville),20.71531555155867
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (Moore Park / Summerhill East),21.36997108657939
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),22.77739162248099
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Rosedale),20.962272402298524
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (St. James Town / Cabbagetown),21.62923739736592
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Church and Wellesley),22.719552462107366
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Regent Park / Port of Toronto),22.15847433367833
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Ryerson),22.997126352473696
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (St. James Park),23.2527890519089
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Berczy Park),23.6600398006272
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Central Bay Street),23.535390426507384
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Richmond / Adelaide / King),23.84659281330836
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Harbourfront East / Union Station / Toronto Island),26.445200024333104
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Toronto Dominion Centre / Design Exchange),23.980570875646837
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Commerce Court / Victoria Hotel),23.81400277880157
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Bedford Park / Lawrence Park West / Lawrence Manor East),21.836101213820523
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (Roselawn),22.780952078470516
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (Forest Hill North & West),22.901006287645203
Scarborough (Rouge Hill / Port Union / Highland Creek),Central Toronto (The Annex / North Midtown / Yorkville),23.567847654026355
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (University of Toronto / Harbord),23.916056684974137
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Kensington Market / Chinatown / Grange Park),24.440934407765564
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),25.50257956478028
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto Stn A PO Boxes 25 The Esplanade (Enclave of M5E),23.99874142734535
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Underground city),23.81400277880157
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Lawrence Manor / Lawrence Heights),24.710768314956972
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Glencairn),25.036035573930146
Scarborough (Rouge Hill / Port Union / Highland Creek),York (Cedarvale),24.500395814636917
Scarborough (Rouge Hill / Port Union / Highland Creek),York (Fairbank / Oakwood),26.07612385686714
Scarborough (Rouge Hill / Port Union / Highland Creek),Downtown Toronto (Christie),25.038028534646386
Scarborough (Rouge Hill / Port Union / Highland Creek),West Toronto (Dufferin / Dovercourt Village),26.386157391934223
Scarborough (Rouge Hill / Port Union / Highland Creek),West Toronto (Rua Aþores / Trinity),26.127323233052124
Scarborough (Rouge Hill / Port Union / Highland Creek),West Toronto (Brockton / Parkdale Village / Exhibition Place),27.57280180907927
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (North Park / Maple Leaf Park / Upwood Park),27.795807546297603
Scarborough (Rouge Hill / Port Union / Highland Creek),York (Del Ray / Keelsdale / Mount Dennis / Silverthorne),28.46100284345243
Scarborough (Rouge Hill / Port Union / Highland Creek),York (Runnymede / The Junction North),29.16008715032006
Scarborough (Rouge Hill / Port Union / Highland Creek),West Toronto (High Park / The Junction South),28.43543656378271
Scarborough (Rouge Hill / Port Union / Highland Creek),West Toronto (Parkdale / Roncesvalles Village),28.464356237693757
Scarborough (Rouge Hill / Port Union / Highland Creek),West Toronto (Bloor West Village / Swansea),30.311229200043947
Scarborough (Rouge Hill / Port Union / Highland Creek),Queen's Park Ontario Provincial Government,23.199934540691242
Scarborough (Rouge Hill / Port Union / Highland Creek),East Toronto Business Reply Mail Processing Centre 969 Eastern (Enclave of M4L),7.598798792745175
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (New Toronto / Mimico South / Humber Bay Shores),34.21644222943606
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (Alderwood / Long Branch),37.128057217125594
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (The Kingsway / Montgomery Road / Old Mill North),32.01983887316503
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East),32.15718703849538
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West),34.555960739604
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (Islington Avenue),32.79298508774871
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale),35.24623009704937
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),37.386805225333724
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Humber Summit),32.27506863024003
Scarborough (Rouge Hill / Port Union / Highland Creek),North York (Humberlea / Emery),31.335270094285683
Scarborough (Rouge Hill / Port Union / Highland Creek),Weston,30.333870794376104
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (Westmount),31.91582923397561
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens),34.069623435934375
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke (South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens),34.97974216416981
Scarborough (Rouge Hill / Port Union / Highland Creek),Etobicoke Northwest (Clairville / Humberwood / Woodbine Downs / West Humber / Kipling Heights / Rexdale / Elms / Tandridge / Old Rexdale),35.84144402564593
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Woburn),2.264049301194111
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Cedarbrae),4.200573881609222
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Eglinton),4.374216729683032
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Kennedy Park / Ionview / East Birchmount Park),7.510475453668262
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),9.991388241509279
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Cliffside / Cliffcrest / Scarborough Village West),5.98360019491484
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Birch Cliff / Cliffside West),10.21991731560331
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Dorset Park / Wexford Heights / Scarborough Town Centre),6.793311644131827
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Wexford / Maryvale),9.327217783094392
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Agincourt),6.920388354615233
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Clarks Corners / Tam O'Shanter / Sullivan),9.511413945753716
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Milliken / Agincourt North / Steeles East / L'Amoreaux East),9.449855379523498
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Steeles West / L'Amoreaux West),11.470564097777167
Scarborough (Guildwood / Morningside / Ellesmere),Scarborough (Upper Rouge),7.539245145581252
Scarborough (Guildwood / Morningside / Ellesmere),North York (Hillcrest Village),14.237349332923294
Scarborough (Guildwood / Morningside / Ellesmere),North York (Fairview / Henry Farm / Oriole),13.022981976781793
Scarborough (Guildwood / Morningside / Ellesmere),North York (Bayview Village),15.68864096746316
Scarborough (Guildwood / Morningside / Ellesmere),North York (York Mills / Silver Hills),15.311941316700834
Scarborough (Guildwood / Morningside / Ellesmere),Willowdale East (Newtonbrook),18.151737631258058
Scarborough (Guildwood / Morningside / Ellesmere),Willowdale South,18.02737684359039
Scarborough (Guildwood / Morningside / Ellesmere),North York (York Mills West),17.076847744806045
Scarborough (Guildwood / Morningside / Ellesmere),Willowdale West,20.782216398616015
Scarborough (Guildwood / Morningside / Ellesmere),North York (York Heights / Victoria Village / Parkway East),11.610786726451073
Scarborough (Guildwood / Morningside / Ellesmere),Don Mills North,14.076444859943585
Scarborough (Guildwood / Morningside / Ellesmere),Don Mills South (Flemingdon Park),12.35806375677136
Scarborough (Guildwood / Morningside / Ellesmere),North York (Armour Heights / Wilson Heights / Downsview North),20.9888413191499
Scarborough (Guildwood / Morningside / Ellesmere),North York (Northwood Park / York University),24.531777976829417
Scarborough (Guildwood / Morningside / Ellesmere),Downsview East (CFB Toronto),22.922866191792473
Scarborough (Guildwood / Morningside / Ellesmere),Downsview West,26.383555227702875
Scarborough (Guildwood / Morningside / Ellesmere),Downsview Central,24.9168937956669
Scarborough (Guildwood / Morningside / Ellesmere),North York (Jane and Finch),26.882419716960396
Scarborough (Guildwood / Morningside / Ellesmere),North York (Sweeney Park / Wigmore Park),11.22616831533467
Scarborough (Guildwood / Morningside / Ellesmere),East York (Parkview Hill / Woodbine Gardens),12.004155251284848
Scarborough (Guildwood / Morningside / Ellesmere),East York (Woodbine Heights),13.161990187139583
Scarborough (Guildwood / Morningside / Ellesmere),East Toronto (The Beaches),13.169900497702603
Scarborough (Guildwood / Morningside / Ellesmere),East York (Leaside),15.555588555454207
Scarborough (Guildwood / Morningside / Ellesmere),East York (Thorncliffe Park),14.567153652222203
Scarborough (Guildwood / Morningside / Ellesmere),East Toronto (The Danforth East),15.032837826969368
Scarborough (Guildwood / Morningside / Ellesmere),East Toronto (The Danforth West / Riverdale),16.588767647996963
Scarborough (Guildwood / Morningside / Ellesmere),East Toronto (India Bazaar / The Beaches West),15.075579971972399
Scarborough (Guildwood / Morningside / Ellesmere),East Toronto (Studio District),17.534954615231324
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (Lawrence Park East),17.139734242109878
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (Davisville North),17.322231225019074
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (North Toronto West),18.64049112534723
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (Davisville),17.561060309778792
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (Moore Park / Summerhill East),18.16427941876377
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),19.58315872935116
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Rosedale),17.717128097809262
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (St. James Town / Cabbagetown),18.3523343280096
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Church and Wellesley),19.449590285578253
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Regent Park / Port of Toronto),18.868974425269343
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Ryerson),19.713945297253638
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (St. James Park),19.964696760344566
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Berczy Park),20.370214391513585
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Central Bay Street),20.255685277435806
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Richmond / Adelaide / King),20.560071645454
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Harbourfront East / Union Station / Toronto Island),23.156038325968076
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Toronto Dominion Centre / Design Exchange),20.692378775677977
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Commerce Court / Victoria Hotel),20.526913007196033
Scarborough (Guildwood / Morningside / Ellesmere),North York (Bedford Park / Lawrence Park West / Lawrence Manor East),18.950285435489647
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (Roselawn),19.73714920707872
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (Forest Hill North & West),19.76515749431573
Scarborough (Guildwood / Morningside / Ellesmere),Central Toronto (The Annex / North Midtown / Yorkville),20.33578219360096
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (University of Toronto / Harbord),20.65521471368662
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Kensington Market / Chinatown / Grange Park),21.16611446225316
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),22.216416957328544
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto Stn A PO Boxes 25 The Esplanade (Enclave of M5E),20.70895465743298
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Underground city),20.526913007196033
Scarborough (Guildwood / Morningside / Ellesmere),North York (Lawrence Manor / Lawrence Heights),21.78662797034616
Scarborough (Guildwood / Morningside / Ellesmere),North York (Glencairn),22.01728707263281
Scarborough (Guildwood / Morningside / Ellesmere),York (Cedarvale),21.36992525811228
Scarborough (Guildwood / Morningside / Ellesmere),York (Fairbank / Oakwood),22.963087905411435
Scarborough (Guildwood / Morningside / Ellesmere),Downtown Toronto (Christie),21.811951129802324
Scarborough (Guildwood / Morningside / Ellesmere),West Toronto (Dufferin / Dovercourt Village),23.172603444783096
Scarborough (Guildwood / Morningside / Ellesmere),West Toronto (Rua Aþores / Trinity),22.858524911917858
